Sun May 12 21:06:57, NORTH ENTRY, 31.0 °C
Sun May 12 21:12:09, SOUTH ENTRY, 17.0 °C

Sun May 12 21:12:10, NORTH ENTRY, 36.0 °C

Sun May 12 21:12:10, EAST ENTRY, 36.0 °C

Sun May 12 21:12:10, WEST ENTRY, 36.0 °C

Sun May 12 21:12:10, SOUTH ENTRY, 36.0 °C

Sun May 12 21:12:10, NORTH ENTRY, 36.0 °C

Sun May 12 21:12:10, EAST ENTRY, 36.0 °C

Sun May 12 21:12:10, WEST ENTRY, 36.0 °C

Sun May 12 21:12:10, SOUTH ENTRY, 36.0 °C

Sun May 12 21:12:11, NORTH ENTRY, 34.0 °C

Sun May 12 21:12:11, EAST ENTRY, 34.0 °C

Sun May 12 21:12:11, WEST ENTRY, 34.0 °C

Sun May 12 21:12:11, SOUTH ENTRY, 34.0 °C

Sun May 12 21:12:12, NORTH ENTRY, 16.0 °C

Sun May 12 21:12:12, EAST ENTRY, 16.0 °C

Sun May 12 21:12:12, WEST ENTRY, 16.0 °C

Sun May 12 21:12:12, SOUTH ENTRY, 16.0 °C

Sun May 12 21:12:12, NORTH ENTRY, 16.0 °C

Sun May 12 21:12:12, EAST ENTRY, 16.0 °C

Sun May 12 21:12:12, WEST ENTRY, 16.0 °C

Sun May 12 21:12:12, SOUTH ENTRY, 16.0 °C

Sun May 12 21:12:13, NORTH ENTRY, 21.0 °C

Sun May 12 21:12:13, EAST ENTRY, 21.0 °C

Sun May 12 21:12:13, WEST ENTRY, 21.0 °C

Sun May 12 21:12:13, SOUTH ENTRY, 21.0 °C

Sun May 12 21:12:14, NORTH ENTRY, 19.0 °C

Sun May 12 21:12:14, EAST ENTRY, 19.0 °C

Sun May 12 21:12:14, WEST ENTRY, 19.0 °C

Sun May 12 21:12:14, SOUTH ENTRY, 19.0 °C

Sun May 12 21:12:14, NORTH ENTRY, 19.0 °C

Sun May 12 21:12:14, EAST ENTRY, 19.0 °C

Sun May 12 21:12:14, WEST ENTRY, 19.0 °C

Sun May 12 21:12:14, SOUTH ENTRY, 19.0 °C

Sun May 12 21:12:15, NORTH ENTRY, 18.0 °C

Sun May 12 21:12:15, EAST ENTRY, 18.0 °C

Sun May 12 21:12:15, WEST ENTRY, 18.0 °C

Sun May 12 21:12:15, SOUTH ENTRY, 18.0 °C

Sun May 12 21:12:16, NORTH ENTRY, 20.0 °C

Sun May 12 21:12:16, EAST ENTRY, 20.0 °C

Sun May 12 21:12:16, WEST ENTRY, 20.0 °C

Sun May 12 21:12:16, SOUTH ENTRY, 20.0 °C

Sun May 12 21:12:16, NORTH ENTRY, 20.0 °C

Sun May 12 21:12:16, EAST ENTRY, 20.0 °C

Sun May 12 21:12:16, WEST ENTRY, 20.0 °C

Sun May 12 21:12:16, SOUTH ENTRY, 20.0 °C

Sun May 12 21:12:17, NORTH ENTRY, 37.0 °C

Sun May 12 21:12:17, EAST ENTRY, 37.0 °C

Sun May 12 21:12:17, WEST ENTRY, 37.0 °C

Sun May 12 21:12:17, SOUTH ENTRY, 37.0 °C

Sun May 12 21:12:18, NORTH ENTRY, 32.0 °C

Sun May 12 21:12:18, EAST ENTRY, 32.0 °C

Sun May 12 21:12:18, WEST ENTRY, 32.0 °C

Sun May 12 21:12:18, SOUTH ENTRY, 32.0 °C

Sun May 12 21:12:18, NORTH ENTRY, 32.0 °C

Sun May 12 21:12:18, EAST ENTRY, 32.0 °C

Sun May 12 21:12:18, WEST ENTRY, 32.0 °C

Sun May 12 21:12:18, SOUTH ENTRY, 32.0 °C

Sun May 12 21:12:19, NORTH ENTRY, 32.0 °C

Sun May 12 21:12:19, EAST ENTRY, 32.0 °C

Sun May 12 21:12:19, WEST ENTRY, 32.0 °C

Sun May 12 21:12:19, SOUTH ENTRY, 32.0 °C

Sun May 12 21:12:20, NORTH ENTRY, 32.0 °C

Sun May 12 21:12:20, EAST ENTRY, 32.0 °C

Sun May 12 21:12:20, WEST ENTRY, 32.0 °C

Sun May 12 21:12:20, SOUTH ENTRY, 32.0 °C

Sun May 12 21:12:20, NORTH ENTRY, 32.0 °C

Sun May 12 21:12:20, EAST ENTRY, 32.0 °C

Sun May 12 21:12:20, WEST ENTRY, 32.0 °C

Sun May 12 21:12:20, SOUTH ENTRY, 32.0 °C

Sun May 12 21:12:21, NORTH ENTRY, 25.0 °C

Sun May 12 21:12:21, EAST ENTRY, 25.0 °C

Sun May 12 21:12:21, WEST ENTRY, 25.0 °C

Sun May 12 21:12:21, SOUTH ENTRY, 25.0 °C

Sun May 12 21:12:22, NORTH ENTRY, 24.0 °C

Sun May 12 21:12:22, EAST ENTRY, 24.0 °C

Sun May 12 21:12:22, WEST ENTRY, 24.0 °C

Sun May 12 21:12:22, SOUTH ENTRY, 24.0 °C

Sun May 12 21:12:22, NORTH ENTRY, 24.0 °C

Sun May 12 21:12:22, EAST ENTRY, 24.0 °C

Sun May 12 21:12:22, WEST ENTRY, 24.0 °C

Sun May 12 21:12:22, SOUTH ENTRY, 24.0 °C

Sun May 12 21:12:23, NORTH ENTRY, 27.0 °C

Sun May 12 21:12:23, EAST ENTRY, 27.0 °C

Sun May 12 21:12:23, WEST ENTRY, 27.0 °C

Sun May 12 21:12:23, SOUTH ENTRY, 27.0 °C

Sun May 12 21:12:24, NORTH ENTRY, 31.0 °C

Sun May 12 21:12:24, EAST ENTRY, 31.0 °C

Sun May 12 21:12:24, WEST ENTRY, 31.0 °C

Sun May 12 21:12:24, SOUTH ENTRY, 31.0 °C

Sun May 12 21:12:24, NORTH ENTRY, 31.0 °C

Sun May 12 21:12:24, EAST ENTRY, 31.0 °C

Sun May 12 21:12:24, WEST ENTRY, 31.0 °C

Sun May 12 21:12:24, SOUTH ENTRY, 31.0 °C

Sun May 12 21:12:25, NORTH ENTRY, 25.0 °C

Sun May 12 21:12:25, EAST ENTRY, 25.0 °C

Sun May 12 21:12:25, WEST ENTRY, 25.0 °C

Sun May 12 21:12:25, SOUTH ENTRY, 25.0 °C

Sun May 12 21:12:26, NORTH ENTRY, 29.0 °C

Sun May 12 21:12:26, EAST ENTRY, 29.0 °C

Sun May 12 21:12:26, WEST ENTRY, 29.0 °C

Sun May 12 21:12:26, SOUTH ENTRY, 29.0 °C

Sun May 12 21:12:26, NORTH ENTRY, 29.0 °C

Sun May 12 21:12:26, EAST ENTRY, 29.0 °C

Sun May 12 21:12:26, WEST ENTRY, 29.0 °C

Sun May 12 21:12:26, SOUTH ENTRY, 29.0 °C

Sun May 12 21:12:27, NORTH ENTRY, 30.0 °C

Sun May 12 21:12:27, EAST ENTRY, 30.0 °C

Sun May 12 21:12:27, WEST ENTRY, 30.0 °C

Sun May 12 21:12:27, SOUTH ENTRY, 30.0 °C

Sun May 12 21:12:28, NORTH ENTRY, 37.0 °C

Sun May 12 21:12:28, EAST ENTRY, 37.0 °C

Sun May 12 21:12:28, WEST ENTRY, 37.0 °C

Sun May 12 21:12:28, SOUTH ENTRY, 37.0 °C

Sun May 12 21:12:28, NORTH ENTRY, 37.0 °C

Sun May 12 21:12:28, EAST ENTRY, 37.0 °C

Sun May 12 21:12:28, WEST ENTRY, 37.0 °C

Sun May 12 21:12:28, SOUTH ENTRY, 37.0 °C

Sun May 12 21:12:29, NORTH ENTRY, 30.0 °C

Sun May 12 21:12:29, EAST ENTRY, 30.0 °C

Sun May 12 21:12:29, WEST ENTRY, 30.0 °C

Sun May 12 21:12:29, SOUTH ENTRY, 30.0 °C

Sun May 12 21:12:30, NORTH ENTRY, 29.0 °C

Sun May 12 21:12:30, EAST ENTRY, 29.0 °C

Sun May 12 21:12:30, WEST ENTRY, 29.0 °C

Sun May 12 21:12:30, SOUTH ENTRY, 29.0 °C

Sun May 12 21:12:30, NORTH ENTRY, 29.0 °C

Sun May 12 21:12:30, EAST ENTRY, 29.0 °C

Sun May 12 21:12:30, WEST ENTRY, 29.0 °C

Sun May 12 21:12:30, SOUTH ENTRY, 29.0 °C

Sun May 12 21:12:31, NORTH ENTRY, 22.0 °C

Sun May 12 21:12:31, EAST ENTRY, 22.0 °C

Sun May 12 21:12:31, WEST ENTRY, 22.0 °C

Sun May 12 21:12:31, SOUTH ENTRY, 22.0 °C

Sun May 12 21:12:32, NORTH ENTRY, 16.0 °C

Sun May 12 21:12:32, EAST ENTRY, 16.0 °C

Sun May 12 21:12:32, WEST ENTRY, 16.0 °C

Sun May 12 21:12:32, SOUTH ENTRY, 16.0 °C

Sun May 12 21:12:32, NORTH ENTRY, 16.0 °C

Sun May 12 21:12:32, EAST ENTRY, 16.0 °C

Sun May 12 21:12:32, WEST ENTRY, 16.0 °C

Sun May 12 21:12:32, SOUTH ENTRY, 16.0 °C

Sun May 12 21:12:33, NORTH ENTRY, 37.0 °C

Sun May 12 21:12:33, EAST ENTRY, 37.0 °C

Sun May 12 21:12:33, WEST ENTRY, 37.0 °C

Sun May 12 21:12:33, SOUTH ENTRY, 37.0 °C

Sun May 12 21:12:34, NORTH ENTRY, 34.0 °C

Sun May 12 21:12:34, EAST ENTRY, 34.0 °C

Sun May 12 21:12:34, WEST ENTRY, 34.0 °C

Sun May 12 21:12:34, SOUTH ENTRY, 34.0 °C

Sun May 12 21:12:34, NORTH ENTRY, 34.0 °C

Sun May 12 21:12:34, EAST ENTRY, 34.0 °C

Sun May 12 21:12:34, WEST ENTRY, 34.0 °C

Sun May 12 21:12:34, SOUTH ENTRY, 34.0 °C

Sun May 12 21:12:35, NORTH ENTRY, 29.0 °C

Sun May 12 21:12:35, EAST ENTRY, 29.0 °C

Sun May 12 21:12:35, WEST ENTRY, 29.0 °C

Sun May 12 21:12:35, SOUTH ENTRY, 29.0 °C

Sun May 12 21:12:36, NORTH ENTRY, 34.0 °C

Sun May 12 21:12:36, EAST ENTRY, 34.0 °C

Sun May 12 21:12:36, WEST ENTRY, 34.0 °C

Sun May 12 21:12:36, SOUTH ENTRY, 34.0 °C

Sun May 12 21:12:36, NORTH ENTRY, 34.0 °C

Sun May 12 21:12:36, EAST ENTRY, 34.0 °C

Sun May 12 21:12:36, WEST ENTRY, 34.0 °C

Sun May 12 21:12:36, SOUTH ENTRY, 34.0 °C

Sun May 12 21:12:37, NORTH ENTRY, 21.0 °C

Sun May 12 21:12:37, EAST ENTRY, 21.0 °C

Sun May 12 21:12:37, WEST ENTRY, 21.0 °C

Sun May 12 21:12:37, SOUTH ENTRY, 21.0 °C

Sun May 12 21:12:38, NORTH ENTRY, 20.0 °C

Sun May 12 21:12:38, EAST ENTRY, 20.0 °C

Sun May 12 21:12:38, WEST ENTRY, 20.0 °C

Sun May 12 21:12:38, SOUTH ENTRY, 20.0 °C

Sun May 12 21:12:38, NORTH ENTRY, 20.0 °C

Sun May 12 21:12:38, EAST ENTRY, 20.0 °C

Sun May 12 21:12:38, WEST ENTRY, 20.0 °C

Sun May 12 21:12:38, SOUTH ENTRY, 20.0 °C

Sun May 12 21:12:39, NORTH ENTRY, 25.0 °C

Sun May 12 21:12:39, EAST ENTRY, 25.0 °C

Sun May 12 21:12:39, WEST ENTRY, 25.0 °C

Sun May 12 21:12:39, SOUTH ENTRY, 25.0 °C

Sun May 12 21:12:40, NORTH ENTRY, 32.0 °C

Sun May 12 21:12:40, EAST ENTRY, 32.0 °C

Sun May 12 21:12:40, WEST ENTRY, 32.0 °C

Sun May 12 21:12:40, SOUTH ENTRY, 32.0 °C

Sun May 12 21:12:40, NORTH ENTRY, 32.0 °C

Sun May 12 21:12:40, EAST ENTRY, 32.0 °C

Sun May 12 21:12:40, WEST ENTRY, 32.0 °C

Sun May 12 21:12:40, SOUTH ENTRY, 32.0 °C

Sun May 12 21:12:41, NORTH ENTRY, 16.0 °C

Sun May 12 21:12:41, EAST ENTRY, 16.0 °C

Sun May 12 21:12:41, WEST ENTRY, 16.0 °C

Sun May 12 21:12:41, SOUTH ENTRY, 16.0 °C

Sun May 12 21:12:42, NORTH ENTRY, 22.0 °C

Sun May 12 21:12:42, EAST ENTRY, 22.0 °C

Sun May 12 21:12:42, WEST ENTRY, 22.0 °C

Sun May 12 21:12:42, SOUTH ENTRY, 22.0 °C

Sun May 12 21:12:42, NORTH ENTRY, 22.0 °C

Sun May 12 21:12:42, EAST ENTRY, 22.0 °C

Sun May 12 21:12:42, WEST ENTRY, 22.0 °C

Sun May 12 21:12:42, SOUTH ENTRY, 22.0 °C

Sun May 12 21:12:43, NORTH ENTRY, 30.0 °C

Sun May 12 21:12:43, EAST ENTRY, 30.0 °C

Sun May 12 21:12:43, WEST ENTRY, 30.0 °C

Sun May 12 21:12:43, SOUTH ENTRY, 30.0 °C

Sun May 12 21:12:44, NORTH ENTRY, 33.0 °C

Sun May 12 21:12:44, EAST ENTRY, 33.0 °C

Sun May 12 21:12:44, WEST ENTRY, 33.0 °C

Sun May 12 21:12:44, SOUTH ENTRY, 33.0 °C

Sun May 12 21:12:44, NORTH ENTRY, 33.0 °C

Sun May 12 21:12:44, EAST ENTRY, 33.0 °C

Sun May 12 21:12:44, WEST ENTRY, 33.0 °C

Sun May 12 21:12:44, SOUTH ENTRY, 33.0 °C

Sun May 12 21:12:45, NORTH ENTRY, 29.0 °C

Sun May 12 21:12:45, EAST ENTRY, 29.0 °C

Sun May 12 21:12:45, WEST ENTRY, 29.0 °C

Sun May 12 21:12:45, SOUTH ENTRY, 29.0 °C

Sun May 12 21:12:46, NORTH ENTRY, 27.0 °C

Sun May 12 21:12:46, EAST ENTRY, 27.0 °C

Sun May 12 21:12:46, WEST ENTRY, 27.0 °C

Sun May 12 21:12:46, SOUTH ENTRY, 27.0 °C

Sun May 12 21:12:46, NORTH ENTRY, 27.0 °C

Sun May 12 21:12:46, EAST ENTRY, 27.0 °C

Sun May 12 21:12:46, WEST ENTRY, 27.0 °C

Sun May 12 21:12:46, SOUTH ENTRY, 27.0 °C

Sun May 12 21:12:47, NORTH ENTRY, 34.0 °C

Sun May 12 21:12:47, EAST ENTRY, 34.0 °C

Sun May 12 21:12:47, WEST ENTRY, 34.0 °C

Sun May 12 21:12:47, SOUTH ENTRY, 34.0 °C

Sun May 12 21:12:48, NORTH ENTRY, 24.0 °C

Sun May 12 21:12:48, EAST ENTRY, 24.0 °C

Sun May 12 21:12:48, WEST ENTRY, 24.0 °C

Sun May 12 21:12:48, SOUTH ENTRY, 24.0 °C

Sun May 12 21:12:48, NORTH ENTRY, 24.0 °C

Sun May 12 21:12:48, EAST ENTRY, 24.0 °C

Sun May 12 21:12:48, WEST ENTRY, 24.0 °C

Sun May 12 21:12:48, SOUTH ENTRY, 24.0 °C

Sun May 12 21:12:49, NORTH ENTRY, 27.0 °C

Sun May 12 21:12:49, EAST ENTRY, 27.0 °C

Sun May 12 21:12:49, WEST ENTRY, 27.0 °C

Sun May 12 21:12:49, SOUTH ENTRY, 27.0 °C

Sun May 12 21:12:50, NORTH ENTRY, 18.0 °C

Sun May 12 21:12:50, EAST ENTRY, 18.0 °C

Sun May 12 21:12:50, WEST ENTRY, 18.0 °C

Sun May 12 21:12:50, SOUTH ENTRY, 18.0 °C

Sun May 12 21:12:50, NORTH ENTRY, 18.0 °C

Sun May 12 21:12:50, EAST ENTRY, 18.0 °C

Sun May 12 21:12:50, WEST ENTRY, 18.0 °C

Sun May 12 21:12:50, SOUTH ENTRY, 18.0 °C

Sun May 12 21:12:51, NORTH ENTRY, 32.0 °C

Sun May 12 21:12:51, EAST ENTRY, 32.0 °C

Sun May 12 21:12:51, WEST ENTRY, 32.0 °C

Sun May 12 21:12:51, SOUTH ENTRY, 32.0 °C

Sun May 12 21:12:52, NORTH ENTRY, 27.0 °C

Sun May 12 21:12:52, EAST ENTRY, 27.0 °C

Sun May 12 21:12:52, WEST ENTRY, 27.0 °C

Sun May 12 21:12:52, SOUTH ENTRY, 27.0 °C

Sun May 12 21:12:52, NORTH ENTRY, 27.0 °C

Sun May 12 21:12:52, EAST ENTRY, 27.0 °C

Sun May 12 21:12:52, WEST ENTRY, 27.0 °C

Sun May 12 21:12:52, SOUTH ENTRY, 27.0 °C

Sun May 12 21:12:53, NORTH ENTRY, 36.0 °C

Sun May 12 21:12:53, EAST ENTRY, 36.0 °C

Sun May 12 21:12:53, WEST ENTRY, 36.0 °C

Sun May 12 21:12:53, SOUTH ENTRY, 36.0 °C

Sun May 12 21:12:54, NORTH ENTRY, 24.0 °C

Sun May 12 21:12:54, EAST ENTRY, 24.0 °C

Sun May 12 21:12:54, WEST ENTRY, 24.0 °C

Sun May 12 21:12:54, SOUTH ENTRY, 24.0 °C

Sun May 12 21:12:54, NORTH ENTRY, 24.0 °C

Sun May 12 21:12:54, EAST ENTRY, 24.0 °C

Sun May 12 21:12:54, WEST ENTRY, 24.0 °C

Sun May 12 21:12:54, SOUTH ENTRY, 24.0 °C

Sun May 12 21:12:55, NORTH ENTRY, 26.0 °C

Sun May 12 21:12:55, EAST ENTRY, 26.0 °C

Sun May 12 21:12:55, WEST ENTRY, 26.0 °C

Sun May 12 21:12:55, SOUTH ENTRY, 26.0 °C

Sun May 12 21:12:56, NORTH ENTRY, 22.0 °C

Sun May 12 21:12:56, EAST ENTRY, 22.0 °C

Sun May 12 21:12:56, WEST ENTRY, 22.0 °C

Sun May 12 21:12:56, SOUTH ENTRY, 22.0 °C

Sun May 12 21:12:56, NORTH ENTRY, 22.0 °C

Sun May 12 21:12:56, EAST ENTRY, 22.0 °C

Sun May 12 21:12:56, WEST ENTRY, 22.0 °C

Sun May 12 21:12:56, SOUTH ENTRY, 22.0 °C

Sun May 12 21:12:57, NORTH ENTRY, 28.0 °C

Sun May 12 21:12:57, EAST ENTRY, 28.0 °C

Sun May 12 21:12:57, WEST ENTRY, 28.0 °C

Sun May 12 21:12:57, SOUTH ENTRY, 28.0 °C

Sun May 12 21:12:58, NORTH ENTRY, 18.0 °C

Sun May 12 21:12:58, EAST ENTRY, 18.0 °C

Sun May 12 21:12:58, WEST ENTRY, 18.0 °C

Sun May 12 21:12:58, SOUTH ENTRY, 18.0 °C

Sun May 12 21:12:58, NORTH ENTRY, 18.0 °C

Sun May 12 21:12:58, EAST ENTRY, 18.0 °C

Sun May 12 21:12:58, WEST ENTRY, 18.0 °C

Sun May 12 21:12:58, SOUTH ENTRY, 18.0 °C

Sun May 12 21:12:59, NORTH ENTRY, 35.0 °C

Sun May 12 21:12:59, EAST ENTRY, 35.0 °C

Sun May 12 21:12:59, WEST ENTRY, 35.0 °C

Sun May 12 21:12:59, SOUTH ENTRY, 35.0 °C

Sun May 12 21:13:00, NORTH ENTRY, 20.0 °C

Sun May 12 21:13:00, EAST ENTRY, 20.0 °C

Sun May 12 21:13:00, WEST ENTRY, 20.0 °C

Sun May 12 21:13:00, SOUTH ENTRY, 20.0 °C

Sun May 12 21:13:00, NORTH ENTRY, 20.0 °C

Sun May 12 21:13:00, EAST ENTRY, 20.0 °C

Sun May 12 21:13:00, WEST ENTRY, 20.0 °C

Sun May 12 21:13:00, SOUTH ENTRY, 20.0 °C

Sun May 12 21:13:01, NORTH ENTRY, 36.0 °C

Sun May 12 21:13:01, EAST ENTRY, 36.0 °C

Sun May 12 21:13:01, WEST ENTRY, 36.0 °C

Sun May 12 21:13:01, SOUTH ENTRY, 36.0 °C

Sun May 12 21:13:02, NORTH ENTRY, 36.0 °C

Sun May 12 21:13:02, EAST ENTRY, 36.0 °C

Sun May 12 21:13:02, WEST ENTRY, 36.0 °C

Sun May 12 21:13:02, SOUTH ENTRY, 36.0 °C

Sun May 12 21:13:02, NORTH ENTRY, 36.0 °C

Sun May 12 21:13:02, EAST ENTRY, 36.0 °C

Sun May 12 21:13:02, WEST ENTRY, 36.0 °C

Sun May 12 21:13:02, SOUTH ENTRY, 36.0 °C

Sun May 12 21:13:03, NORTH ENTRY, 17.0 °C

Sun May 12 21:13:03, EAST ENTRY, 17.0 °C

Sun May 12 21:13:03, WEST ENTRY, 17.0 °C

Sun May 12 21:13:03, SOUTH ENTRY, 17.0 °C

Sun May 12 21:13:04, NORTH ENTRY, 33.0 °C

Sun May 12 21:13:04, EAST ENTRY, 33.0 °C

Sun May 12 21:13:04, WEST ENTRY, 33.0 °C

Sun May 12 21:13:04, SOUTH ENTRY, 33.0 °C

Sun May 12 21:13:04, NORTH ENTRY, 33.0 °C

Sun May 12 21:13:04, EAST ENTRY, 33.0 °C

Sun May 12 21:13:04, WEST ENTRY, 33.0 °C

Sun May 12 21:13:04, SOUTH ENTRY, 33.0 °C

Sun May 12 21:13:05, NORTH ENTRY, 25.0 °C

Sun May 12 21:13:05, EAST ENTRY, 25.0 °C

Sun May 12 21:13:05, WEST ENTRY, 25.0 °C

Sun May 12 21:13:05, SOUTH ENTRY, 25.0 °C

Sun May 12 21:13:06, NORTH ENTRY, 29.0 °C

Sun May 12 21:13:06, EAST ENTRY, 29.0 °C

Sun May 12 21:13:06, WEST ENTRY, 29.0 °C

Sun May 12 21:13:06, SOUTH ENTRY, 29.0 °C

Sun May 12 21:13:06, NORTH ENTRY, 29.0 °C

Sun May 12 21:13:06, EAST ENTRY, 29.0 °C

Sun May 12 21:13:06, WEST ENTRY, 29.0 °C

Sun May 12 21:13:06, SOUTH ENTRY, 29.0 °C

Sun May 12 21:13:07, NORTH ENTRY, 25.0 °C

Sun May 12 21:13:07, EAST ENTRY, 25.0 °C

Sun May 12 21:13:07, WEST ENTRY, 25.0 °C

Sun May 12 21:13:07, SOUTH ENTRY, 25.0 °C

Sun May 12 21:13:08, NORTH ENTRY, 31.0 °C

Sun May 12 21:13:08, EAST ENTRY, 31.0 °C

Sun May 12 21:13:08, WEST ENTRY, 31.0 °C

Sun May 12 21:13:08, SOUTH ENTRY, 31.0 °C

Sun May 12 21:13:08, NORTH ENTRY, 31.0 °C

Sun May 12 21:13:08, EAST ENTRY, 31.0 °C

Sun May 12 21:13:08, WEST ENTRY, 31.0 °C

Sun May 12 21:13:08, SOUTH ENTRY, 31.0 °C

Sun May 12 21:13:09, NORTH ENTRY, 18.0 °C

Sun May 12 21:13:09, EAST ENTRY, 18.0 °C

Sun May 12 21:13:09, WEST ENTRY, 18.0 °C

Sun May 12 21:13:09, SOUTH ENTRY, 18.0 °C

Sun May 12 21:13:10, NORTH ENTRY, 25.0 °C

Sun May 12 21:13:10, EAST ENTRY, 25.0 °C

Sun May 12 21:13:10, WEST ENTRY, 25.0 °C

Sun May 12 21:13:10, SOUTH ENTRY, 25.0 °C

Sun May 12 21:13:10, NORTH ENTRY, 25.0 °C

Sun May 12 21:13:10, EAST ENTRY, 25.0 °C

Sun May 12 21:13:10, WEST ENTRY, 25.0 °C

Sun May 12 21:13:10, SOUTH ENTRY, 25.0 °C

Sun May 12 21:13:11, NORTH ENTRY, 21.0 °C

Sun May 12 21:13:11, EAST ENTRY, 21.0 °C

Sun May 12 21:13:11, WEST ENTRY, 21.0 °C

Sun May 12 21:13:11, SOUTH ENTRY, 21.0 °C

Sun May 12 21:13:12, NORTH ENTRY, 32.0 °C

Sun May 12 21:13:12, EAST ENTRY, 32.0 °C

Sun May 12 21:13:12, WEST ENTRY, 32.0 °C

Sun May 12 21:13:12, SOUTH ENTRY, 32.0 °C

Sun May 12 21:13:12, NORTH ENTRY, 32.0 °C

Sun May 12 21:13:12, EAST ENTRY, 32.0 °C

Sun May 12 21:13:12, WEST ENTRY, 32.0 °C

Sun May 12 21:13:12, SOUTH ENTRY, 32.0 °C

Sun May 12 21:13:13, NORTH ENTRY, 26.0 °C

Sun May 12 21:13:13, EAST ENTRY, 26.0 °C

Sun May 12 21:13:13, WEST ENTRY, 26.0 °C

Sun May 12 21:13:13, SOUTH ENTRY, 26.0 °C

Sun May 12 21:13:14, NORTH ENTRY, 28.0 °C

Sun May 12 21:13:14, EAST ENTRY, 28.0 °C

Sun May 12 21:13:14, WEST ENTRY, 28.0 °C

Sun May 12 21:13:14, SOUTH ENTRY, 28.0 °C

Sun May 12 21:13:14, NORTH ENTRY, 28.0 °C

Sun May 12 21:13:14, EAST ENTRY, 28.0 °C

Sun May 12 21:13:14, WEST ENTRY, 28.0 °C

Sun May 12 21:13:14, SOUTH ENTRY, 28.0 °C

Sun May 12 21:13:15, NORTH ENTRY, 29.0 °C

Sun May 12 21:13:15, EAST ENTRY, 29.0 °C

Sun May 12 21:13:15, WEST ENTRY, 29.0 °C

Sun May 12 21:13:15, SOUTH ENTRY, 29.0 °C

Sun May 12 21:13:16, NORTH ENTRY, 24.0 °C

Sun May 12 21:13:16, EAST ENTRY, 24.0 °C

Sun May 12 21:13:16, WEST ENTRY, 24.0 °C

Sun May 12 21:13:16, SOUTH ENTRY, 24.0 °C

Sun May 12 21:13:16, NORTH ENTRY, 24.0 °C

Sun May 12 21:13:16, EAST ENTRY, 24.0 °C

Sun May 12 21:13:16, WEST ENTRY, 24.0 °C

Sun May 12 21:13:16, SOUTH ENTRY, 24.0 °C

Sun May 12 21:13:17, NORTH ENTRY, 33.0 °C

Sun May 12 21:13:17, EAST ENTRY, 33.0 °C

Sun May 12 21:13:17, WEST ENTRY, 33.0 °C

Sun May 12 21:13:17, SOUTH ENTRY, 33.0 °C

Sun May 12 21:13:18, NORTH ENTRY, 28.0 °C

Sun May 12 21:13:18, EAST ENTRY, 28.0 °C

Sun May 12 21:13:18, WEST ENTRY, 28.0 °C

Sun May 12 21:13:18, SOUTH ENTRY, 28.0 °C

Sun May 12 21:13:18, NORTH ENTRY, 28.0 °C

Sun May 12 21:13:18, EAST ENTRY, 28.0 °C

Sun May 12 21:13:18, WEST ENTRY, 28.0 °C

Sun May 12 21:13:18, SOUTH ENTRY, 28.0 °C

Sun May 12 21:13:19, NORTH ENTRY, 25.0 °C

Sun May 12 21:13:19, EAST ENTRY, 25.0 °C

Sun May 12 21:13:19, WEST ENTRY, 25.0 °C

Sun May 12 21:13:19, SOUTH ENTRY, 25.0 °C

Sun May 12 21:13:20, NORTH ENTRY, 31.0 °C

Sun May 12 21:13:20, EAST ENTRY, 31.0 °C

Sun May 12 21:13:20, WEST ENTRY, 31.0 °C

Sun May 12 21:13:20, SOUTH ENTRY, 31.0 °C

Sun May 12 21:13:20, NORTH ENTRY, 31.0 °C

Sun May 12 21:13:20, EAST ENTRY, 31.0 °C

Sun May 12 21:13:20, WEST ENTRY, 31.0 °C

Sun May 12 21:13:20, SOUTH ENTRY, 31.0 °C

Sun May 12 21:13:21, NORTH ENTRY, 33.0 °C

Sun May 12 21:13:21, EAST ENTRY, 33.0 °C

Sun May 12 21:13:21, WEST ENTRY, 33.0 °C

Sun May 12 21:13:21, SOUTH ENTRY, 33.0 °C

Sun May 12 21:13:22, NORTH ENTRY, 16.0 °C

Sun May 12 21:13:22, EAST ENTRY, 16.0 °C

Sun May 12 21:13:22, WEST ENTRY, 16.0 °C

Sun May 12 21:13:22, SOUTH ENTRY, 16.0 °C

Sun May 12 21:13:22, NORTH ENTRY, 16.0 °C

Sun May 12 21:13:22, EAST ENTRY, 16.0 °C

Sun May 12 21:13:22, WEST ENTRY, 16.0 °C
